PM2.5,PM10,PM1.0,DATE,ID
32,39,16,2020-11-08 11:22:17,2
34,40,16,2020-11-08 11:22:48,2
21,23,14,2020-11-08 11:23:18,2
16,18,14,2020-11-08 11:23:48,2
16,20,16,2020-11-08 11:24:18,2
18,23,15,2020-11-08 11:24:49,2
15,20,12,2020-11-08 11:25:19,2
15,21,13,2020-11-08 11:25:49,2
29,33,15,2020-11-08 11:26:20,2
34,40,13,2020-11-08 11:26:51,2
28,32,12,2020-11-08 11:27:22,2
22,27,11,2020-11-08 11:27:52,2
18,22,11,2020-11-08 11:28:22,2
17,21,10,2020-11-08 11:28:54,2
16,19,9,2020-11-08 11:29:24,2
17,21,8,2020-11-08 11:29:54,2
14,18,7,2020-11-08 11:30:24,2
6,12,6,2020-11-08 11:30:55,2
11,16,9,2020-11-08 11:31:25,2
16,21,9,2020-11-08 11:31:55,2
17,24,8,2020-11-08 11:32:25,2
14,18,7,2020-11-08 11:32:56,2
14,17,7,2020-11-08 11:33:27,2
13,17,9,2020-11-08 11:33:57,2
11,13,9,2020-11-08 11:34:27,2
14,17,7,2020-11-08 11:34:57,2
11,17,7,2020-11-08 11:35:28,2
8,13,8,2020-11-08 11:35:59,2
12,16,7,2020-11-08 11:36:29,2
12,15,7,2020-11-08 11:36:59,2
9,13,7,2020-11-08 11:37:30,2
12,17,7,2020-11-08 11:38:00,2
12,15,7,2020-11-08 11:38:30,2
12,15,7,2020-11-08 11:39:00,2
10,14,8,2020-11-08 11:39:31,2
7,12,7,2020-11-08 11:40:02,2
5,9,5,2020-11-08 11:40:32,2
4,7,4,2020-11-08 11:41:02,2
10,14,5,2020-11-08 11:41:32,2
11,14,6,2020-11-08 11:42:03,2
6,8,6,2020-11-08 11:42:34,2
7,8,5,2020-11-08 11:43:05,2
9,11,4,2020-11-08 11:43:35,2
7,12,5,2020-11-08 11:44:05,2
16,18,7,2020-11-08 11:44:35,2
15,16,6,2020-11-08 11:45:06,2
8,9,6,2020-11-08 11:45:38,2
7,10,7,2020-11-08 11:46:08,2
14,18,8,2020-11-08 11:46:38,2
16,20,7,2020-11-08 11:47:08,2
9,13,7,2020-11-08 11:47:39,2
6,10,6,2020-11-08 11:48:09,2
12,17,6,2020-11-08 11:48:39,2
17,20,6,2020-11-08 11:49:09,2
12,12,7,2020-11-08 11:49:39,2
14,16,7,2020-11-08 11:50:10,2
17,19,7,2020-11-08 11:50:42,2
15,18,7,2020-11-08 11:51:12,2
17,19,5,2020-11-08 11:51:43,2
13,14,6,2020-11-08 11:52:13,2
6,8,6,2020-11-08 11:52:43,2
7,8,4,2020-11-08 11:53:14,2
11,15,6,2020-11-08 11:53:45,2
11,16,6,2020-11-08 11:54:15,2
11,16,4,2020-11-08 11:54:46,2
9,11,4,2020-11-08 11:55:16,2
3,5,3,2020-11-08 11:55:46,2
3,6,3,2020-11-08 11:56:16,2
8,12,6,2020-11-08 11:56:47,2
8,11,6,2020-11-08 11:57:17,2
6,7,3,2020-11-08 11:57:47,2
5,7,3,2020-11-08 11:58:17,2
4,4,4,2020-11-08 11:58:47,2
7,8,5,2020-11-08 11:59:18,2
7,8,4,2020-11-08 11:59:48,2
9,10,4,2020-11-08 12:00:18,2
13,14,4,2020-11-08 12:00:48,2
7,8,3,2020-11-08 12:01:19,2
8,9,3,2020-11-08 12:01:49,2
8,9,3,2020-11-08 12:02:19,2
8,9,5,2020-11-08 12:02:49,2
11,14,6,2020-11-08 12:03:21,2
7,11,3,2020-11-08 12:03:51,2
4,7,2,2020-11-08 12:04:21,2
2,3,2,2020-11-08 12:04:51,2
2,3,2,2020-11-08 12:05:21,2
2,3,2,2020-11-08 12:05:52,2
3,4,3,2020-11-08 12:06:22,2
4,5,4,2020-11-08 12:06:52,2
6,8,4,2020-11-08 12:07:22,2
6,8,4,2020-11-08 12:07:53,2
6,8,3,2020-11-08 12:08:23,2
6,10,4,2020-11-08 12:08:53,2
4,8,4,2020-11-08 12:09:24,2
3,5,3,2020-11-08 12:09:55,2
8,9,3,2020-11-08 12:10:25,2
7,9,3,2020-11-08 12:10:55,2
2,5,2,2020-11-08 12:11:27,2
6,7,3,2020-11-08 12:11:57,2
7,7,4,2020-11-08 12:12:27,2
5,5,5,2020-11-08 12:12:57,2
5,6,5,2020-11-08 12:13:28,2
8,9,3,2020-11-08 12:13:58,2
8,9,3,2020-11-08 12:14:30,2
3,3,3,2020-11-08 12:15:00,2
7,7,2,2020-11-08 12:15:30,2
9,11,2,2020-11-08 12:16:01,2
5,6,2,2020-11-08 12:16:31,2
2,2,2,2020-11-08 12:17:01,2
3,3,3,2020-11-08 12:17:31,2
4,5,4,2020-11-08 12:18:02,2
3,4,3,2020-11-08 12:18:32,2
8,9,3,2020-11-08 12:19:02,2
8,10,3,2020-11-08 12:19:33,2
5,8,3,2020-11-08 12:20:03,2
5,6,2,2020-11-08 12:20:33,2
3,4,3,2020-11-08 12:21:03,2
3,3,3,2020-11-08 12:21:33,2
3,5,3,2020-11-08 12:22:04,2
6,8,4,2020-11-08 12:22:34,2
11,12,3,2020-11-08 12:23:04,2
9,10,4,2020-11-08 12:23:35,2
7,8,4,2020-11-08 12:24:05,2
8,9,3,2020-11-08 12:24:35,2
5,6,3,2020-11-08 12:25:06,2
3,4,3,2020-11-08 12:25:36,2
9,10,4,2020-11-08 12:26:08,2
15,16,5,2020-11-08 12:26:38,2
15,15,5,2020-11-08 12:27:08,2
11,12,4,2020-11-08 12:27:38,2
5,7,3,2020-11-08 12:28:09,2
3,4,3,2020-11-08 12:28:39,2
6,8,4,2020-11-08 12:29:09,2
4,6,4,2020-11-08 12:29:39,2
4,5,4,2020-11-08 12:30:10,2
8,9,5,2020-11-08 12:30:40,2
8,9,5,2020-11-08 12:31:10,2
4,5,4,2020-11-08 12:31:41,2
3,5,3,2020-11-08 12:32:11,2
5,7,3,2020-11-08 12:32:41,2
7,9,3,2020-11-08 12:33:12,2
6,8,4,2020-11-08 12:33:42,2
7,7,4,2020-11-08 12:34:13,2
7,7,4,2020-11-08 12:34:43,2
3,3,3,2020-11-08 12:35:13,2
5,5,3,2020-11-08 12:35:44,2
5,8,3,2020-11-08 12:36:14,2
3,6,3,2020-11-08 12:36:44,2
7,8,2,2020-11-08 12:37:15,2
12,13,3,2020-11-08 12:37:45,2
7,7,2,2020-11-08 12:38:15,2
3,3,3,2020-11-08 12:38:46,2
5,5,5,2020-11-08 12:39:16,2
4,5,4,2020-11-08 12:39:46,2
5,6,3,2020-11-08 12:40:16,2
5,8,3,2020-11-08 12:40:47,2
4,7,4,2020-11-08 12:41:17,2
5,7,3,2020-11-08 12:41:47,2
8,10,3,2020-11-08 12:42:17,2
9,11,4,2020-11-08 12:42:48,2
5,6,3,2020-11-08 12:43:18,2
15,16,3,2020-11-08 12:43:48,2
16,17,4,2020-11-08 12:44:19,2
5,7,3,2020-11-08 12:44:49,2
8,10,3,2020-11-08 12:45:19,2
4,6,2,2020-11-08 12:45:49,2
2,3,2,2020-11-08 12:46:20,2
3,4,3,2020-11-08 12:46:50,2
2,4,2,2020-11-08 12:47:20,2
2,4,2,2020-11-08 12:47:50,2
3,3,3,2020-11-08 12:48:20,2
2,3,2,2020-11-08 12:48:51,2
4,5,2,2020-11-08 12:49:21,2
9,11,2,2020-11-08 12:49:51,2
9,11,2,2020-11-08 12:50:22,2
5,6,2,2020-11-08 12:50:52,2
3,3,3,2020-11-08 12:51:22,2
3,5,3,2020-11-08 12:51:52,2
1,3,1,2020-11-08 12:52:23,2
2,4,2,2020-11-08 12:52:53,2
4,8,4,2020-11-08 12:53:23,2
5,7,3,2020-11-08 12:53:53,2
9,10,2,2020-11-08 12:54:24,2
12,13,3,2020-11-08 12:54:54,2
6,7,2,2020-11-08 12:55:24,2
2,4,2,2020-11-08 12:55:55,2
2,5,2,2020-11-08 12:56:25,2
3,6,3,2020-11-08 12:56:55,2
6,9,3,2020-11-08 12:57:25,2
3,3,3,2020-11-08 12:57:56,2
3,4,3,2020-11-08 12:58:26,2
4,6,4,2020-11-08 12:58:56,2
4,5,4,2020-11-08 12:59:27,2
5,7,3,2020-11-08 12:59:57,2
5,7,3,2020-11-08 13:00:27,2
2,3,2,2020-11-08 13:00:58,2
7,8,2,2020-11-08 13:01:28,2
9,10,2,2020-11-08 13:01:58,2
5,6,3,2020-11-08 13:02:29,2
3,4,3,2020-11-08 13:02:59,2
3,4,3,2020-11-08 13:03:31,2
6,11,4,2020-11-08 13:04:01,2
5,9,3,2020-11-08 13:04:31,2
2,4,2,2020-11-08 13:05:01,2
7,8,3,2020-11-08 13:05:32,2
8,10,4,2020-11-08 13:06:02,2
7,9,3,2020-11-08 13:06:33,2
7,7,2,2020-11-08 13:07:03,2
7,7,2,2020-11-08 13:07:33,2
8,8,3,2020-11-08 13:08:04,2
3,3,3,2020-11-08 13:08:34,2
4,4,1,2020-11-08 13:09:04,2
5,6,3,2020-11-08 13:09:34,2
4,5,4,2020-11-08 13:10:05,2
7,8,2,2020-11-08 13:10:35,2
7,7,3,2020-11-08 13:11:06,2
4,4,1,2020-11-08 13:11:36,2
7,8,2,2020-11-08 13:12:07,2
5,6,2,2020-11-08 13:12:38,2
4,5,2,2020-11-08 13:13:08,2
6,7,3,2020-11-08 13:13:38,2
7,9,3,2020-11-08 13:14:08,2
6,8,1,2020-11-08 13:14:39,2
4,5,1,2020-11-08 13:15:10,2
4,4,2,2020-11-08 13:15:40,2
3,3,3,2020-11-08 13:16:10,2
3,4,3,2020-11-08 13:16:41,2
2,4,2,2020-11-08 13:17:11,2
2,3,2,2020-11-08 13:17:42,2
3,3,3,2020-11-08 13:18:12,2
3,3,3,2020-11-08 13:18:43,2
1,3,1,2020-11-08 13:19:13,2
3,5,1,2020-11-08 13:19:43,2
5,6,3,2020-11-08 13:20:14,2
3,3,3,2020-11-08 13:20:44,2
3,3,3,2020-11-08 13:21:14,2
5,5,2,2020-11-08 13:21:45,2
4,5,2,2020-11-08 13:22:15,2
5,6,2,2020-11-08 13:22:45,2
4,6,1,2020-11-08 13:23:15,2
2,3,2,2020-11-08 13:23:46,2
5,5,2,2020-11-08 13:24:16,2
5,5,2,2020-11-08 13:24:46,2
4,4,1,2020-11-08 13:25:17,2
5,5,1,2020-11-08 13:25:47,2
3,5,1,2020-11-08 13:26:17,2
2,4,2,2020-11-08 13:26:47,2
2,2,2,2020-11-08 13:27:18,2
2,3,2,2020-11-08 13:27:48,2
2,3,2,2020-11-08 13:28:18,2
2,3,2,2020-11-08 13:28:48,2
3,4,3,2020-11-08 13:29:19,2
4,7,2,2020-11-08 13:29:49,2
4,5,1,2020-11-08 13:30:19,2
2,2,2,2020-11-08 13:30:50,2
2,3,2,2020-11-08 13:31:20,2
1,3,1,2020-11-08 13:31:50,2
1,2,1,2020-11-08 13:32:20,2
1,1,1,2020-11-08 13:32:51,2
2,3,2,2020-11-08 13:33:21,2
2,3,2,2020-11-08 13:33:52,2
2,2,2,2020-11-08 13:34:22,2
2,3,2,2020-11-08 13:34:53,2
6,7,1,2020-11-08 13:35:23,2
6,7,1,2020-11-08 13:35:53,2
2,3,2,2020-11-08 13:36:23,2
2,3,2,2020-11-08 13:36:54,2
4,4,1,2020-11-08 13:37:24,2
6,7,2,2020-11-08 13:37:54,2
4,6,2,2020-11-08 13:38:25,2
2,4,2,2020-11-08 13:38:57,2
2,3,2,2020-11-08 13:39:28,2
1,1,1,2020-11-08 13:39:58,2
1,2,1,2020-11-08 13:40:29,2
1,2,1,2020-11-08 13:40:59,2
4,4,1,2020-11-08 13:41:29,2
4,6,2,2020-11-08 13:41:59,2
4,5,2,2020-11-08 13:42:29,2
4,5,1,2020-11-08 13:43:00,2
1,3,1,2020-11-08 13:43:30,2
1,1,1,2020-11-08 13:44:00,2
1,1,1,2020-11-08 13:44:30,2
1,1,1,2020-11-08 13:45:01,2
1,1,1,2020-11-08 13:45:31,2
4,4,2,2020-11-08 13:46:01,2
4,4,2,2020-11-08 13:46:31,2
2,3,2,2020-11-08 13:47:02,2
2,3,2,2020-11-08 13:47:32,2
2,3,2,2020-11-08 13:48:02,2
2,4,2,2020-11-08 13:48:32,2
2,3,2,2020-11-08 13:49:03,2
2,2,2,2020-11-08 13:49:33,2
4,4,1,2020-11-08 13:50:03,2
4,5,2,2020-11-08 13:50:33,2
4,5,2,2020-11-08 13:51:04,2
5,6,1,2020-11-08 13:51:34,2
4,4,1,2020-11-08 13:52:05,2
1,2,1,2020-11-08 13:52:36,2
2,2,2,2020-11-08 13:53:06,2
5,5,2,2020-11-08 13:53:37,2
4,6,2,2020-11-08 13:54:07,2
2,3,2,2020-11-08 13:54:37,2
1,1,1,2020-11-08 13:55:08,2
1,2,1,2020-11-08 13:55:38,2
4,5,1,2020-11-08 13:56:08,2
6,7,2,2020-11-08 13:56:38,2
4,6,1,2020-11-08 13:57:09,2
1,3,1,2020-11-08 13:57:39,2
1,2,1,2020-11-08 13:58:09,2
1,3,1,2020-11-08 13:58:39,2
3,4,1,2020-11-08 13:59:10,2
3,3,1,2020-11-08 13:59:40,2
1,1,1,2020-11-08 14:00:10,2
1,1,1,2020-11-08 14:00:41,2
1,2,1,2020-11-08 14:01:11,2
1,2,1,2020-11-08 14:01:41,2
0,1,0,2020-11-08 14:02:12,2
1,1,1,2020-11-08 14:02:42,2
1,3,1,2020-11-08 14:03:13,2
1,2,1,2020-11-08 14:03:44,2
1,1,1,2020-11-08 14:04:14,2
1,2,1,2020-11-08 14:04:44,2
1,3,1,2020-11-08 14:05:15,2
2,3,2,2020-11-08 14:05:45,2
2,3,2,2020-11-08 14:06:15,2
1,1,1,2020-11-08 14:06:45,2
1,1,1,2020-11-08 14:07:16,2
1,1,1,2020-11-08 14:07:46,2
2,2,2,2020-11-08 14:08:16,2
2,2,2,2020-11-08 14:08:46,2
3,4,1,2020-11-08 14:09:17,2
6,7,1,2020-11-08 14:09:47,2
4,5,2,2020-11-08 14:10:17,2
2,2,2,2020-11-08 14:10:47,2
3,4,1,2020-11-08 14:11:17,2
3,4,1,2020-11-08 14:11:48,2
3,3,1,2020-11-08 14:12:18,2
6,7,1,2020-11-08 14:12:48,2
6,7,1,2020-11-08 14:13:19,2
6,7,1,2020-11-08 14:13:50,2
3,4,1,2020-11-08 14:14:20,2
1,3,1,2020-11-08 14:14:50,2
1,2,1,2020-11-08 14:15:20,2
0,1,0,2020-11-08 14:15:51,2
1,1,1,2020-11-08 14:16:21,2
1,4,1,2020-11-08 14:16:51,2
5,8,1,2020-11-08 14:17:21,2
4,6,0,2020-11-08 14:17:52,2
4,5,1,2020-11-08 14:18:22,2
5,6,2,2020-11-08 14:18:52,2
1,3,1,2020-11-08 14:19:23,2
4,6,1,2020-11-08 14:19:53,2
4,6,2,2020-11-08 14:20:23,2
2,3,2,2020-11-08 14:20:53,2
5,7,3,2020-11-08 14:21:24,2
5,8,3,2020-11-08 14:21:54,2
2,5,2,2020-11-08 14:22:24,2
1,2,1,2020-11-08 14:22:55,2
1,2,1,2020-11-08 14:23:25,2
4,5,2,2020-11-08 14:23:55,2
4,4,1,2020-11-08 14:24:25,2
1,1,1,2020-11-08 14:24:55,2
1,1,1,2020-11-08 14:25:26,2
1,2,1,2020-11-08 14:25:56,2
1,3,1,2020-11-08 14:26:26,2
4,5,2,2020-11-08 14:26:56,2
4,6,2,2020-11-08 14:27:27,2
1,2,1,2020-11-08 14:27:57,2
3,3,0,2020-11-08 14:28:27,2
3,3,0,2020-11-08 14:28:57,2
1,1,1,2020-11-08 14:29:28,2
1,2,1,2020-11-08 14:29:58,2
1,2,1,2020-11-08 14:30:28,2
1,1,1,2020-11-08 14:31:00,2
4,5,1,2020-11-08 14:31:30,2
6,8,1,2020-11-08 14:32:00,2
4,5,2,2020-11-08 14:32:30,2
2,2,2,2020-11-08 14:33:01,2
1,2,1,2020-11-08 14:33:32,2
1,2,1,2020-11-08 14:34:02,2
1,2,1,2020-11-08 14:34:33,2
1,2,1,2020-11-08 14:35:03,2
1,1,1,2020-11-08 14:35:33,2
1,1,1,2020-11-08 14:36:03,2
1,1,1,2020-11-08 14:36:34,2
1,1,1,2020-11-08 14:37:04,2
1,2,1,2020-11-08 14:37:34,2
1,3,1,2020-11-08 14:38:04,2
1,4,1,2020-11-08 14:38:35,2
1,2,1,2020-11-08 14:39:05,2
1,1,1,2020-11-08 14:39:35,2
4,4,1,2020-11-08 14:40:05,2
3,5,1,2020-11-08 14:40:36,2
1,2,1,2020-11-08 14:41:06,2
1,2,1,2020-11-08 14:41:36,2
1,2,1,2020-11-08 14:42:06,2
1,2,1,2020-11-08 14:42:38,2
2,2,2,2020-11-08 14:43:09,2
4,4,2,2020-11-08 14:43:39,2
3,5,1,2020-11-08 14:44:09,2
1,3,1,2020-11-08 14:44:39,2
2,2,2,2020-11-08 14:45:10,2
1,2,1,2020-11-08 14:45:40,2
3,4,1,2020-11-08 14:46:10,2
3,5,1,2020-11-08 14:46:40,2
1,2,1,2020-11-08 14:47:11,2
4,4,1,2020-11-08 14:47:42,2
4,5,2,2020-11-08 14:48:17,2
1,1,1,2020-11-08 14:48:47,2
1,1,1,2020-11-08 14:49:18,2
2,2,2,2020-11-08 14:49:48,2
1,1,1,2020-11-08 14:50:18,2
0,1,0,2020-11-08 14:50:48,2
0,1,0,2020-11-08 14:51:19,2
0,0,0,2020-11-08 14:51:49,2
1,2,1,2020-11-08 14:52:19,2
1,3,1,2020-11-08 14:52:50,2
0,0,0,2020-11-08 14:53:20,2
1,1,1,2020-11-08 14:53:51,2
15,17,6,2020-11-08 14:54:21,2
16,19,7,2020-11-08 14:54:51,2
8,11,6,2020-11-08 14:55:21,2
14,17,10,2020-11-08 14:55:52,2
19,20,12,2020-11-08 14:56:23,2
23,27,8,2020-11-08 14:56:53,2
27,33,7,2020-11-08 14:57:23,2
22,26,11,2020-11-08 14:57:53,2
18,20,10,2020-11-08 14:58:24,2
21,24,9,2020-11-08 14:58:54,2
22,26,7,2020-11-08 14:59:24,2
19,22,7,2020-11-08 14:59:55,2
21,23,11,2020-11-08 15:00:25,2
17,19,12,2020-11-08 15:00:56,2
18,21,9,2020-11-08 15:01:27,2
25,28,8,2020-11-08 15:02:02,2
16,21,7,2020-11-08 15:02:32,2
12,18,7,2020-11-08 15:03:03,2
16,20,9,2020-11-08 15:03:35,2
20,22,8,2020-11-08 15:04:05,2
14,16,7,2020-11-08 15:04:35,2
12,15,7,2020-11-08 15:05:05,2
15,17,7,2020-11-08 15:05:36,2
11,12,9,2020-11-08 15:06:06,2
9,10,9,2020-11-08 15:06:36,2
18,22,8,2020-11-08 15:07:06,2
28,33,8,2020-11-08 15:07:37,2
20,25,8,2020-11-08 15:08:07,2
18,24,9,2020-11-08 15:08:37,2
23,26,8,2020-11-08 15:09:08,2
18,21,8,2020-11-08 15:09:38,2
15,21,10,2020-11-08 15:10:10,2
10,13,7,2020-11-08 15:10:40,2
23,35,11,2020-11-08 15:11:10,2
31,44,17,2020-11-08 15:11:41,2
28,38,15,2020-11-08 15:12:11,2
27,34,10,2020-11-08 15:12:41,2
14,16,6,2020-11-08 15:13:12,2
11,16,6,2020-11-08 15:13:43,2
8,17,5,2020-11-08 15:14:13,2
8,13,6,2020-11-08 15:14:45,2
15,19,8,2020-11-08 15:15:15,2
14,19,9,2020-11-08 15:15:46,2
7,10,7,2020-11-08 15:16:17,2
14,18,8,2020-11-08 15:16:47,2
16,22,9,2020-11-08 15:17:18,2
11,15,9,2020-11-08 15:17:49,2
9,12,9,2020-11-08 15:18:19,2
13,21,10,2020-11-08 15:18:49,2
12,22,9,2020-11-08 15:19:19,2
11,19,9,2020-11-08 15:19:50,2
14,21,9,2020-11-08 15:20:21,2
10,16,8,2020-11-08 15:20:51,2
7,10,7,2020-11-08 15:21:21,2
13,16,6,2020-11-08 15:21:51,2
20,24,8,2020-11-08 15:22:22,2
15,21,8,2020-11-08 15:22:53,2
15,20,5,2020-11-08 15:23:23,2
14,18,4,2020-11-08 15:23:53,2
7,10,5,2020-11-08 15:24:23,2
13,13,6,2020-11-08 15:24:54,2
14,16,6,2020-11-08 15:25:24,2
7,8,5,2020-11-08 15:25:54,2
5,6,5,2020-11-08 15:26:24,2
7,9,4,2020-11-08 15:26:55,2
8,11,4,2020-11-08 15:27:26,2
8,9,4,2020-11-08 15:27:57,2
12,15,4,2020-11-08 15:28:27,2
11,15,5,2020-11-08 15:28:57,2
4,6,4,2020-11-08 15:29:28,2
5,7,3,2020-11-08 15:29:58,2
5,8,4,2020-11-08 15:30:29,2
3,6,3,2020-11-08 15:30:59,2
4,7,4,2020-11-08 15:31:30,2
4,6,4,2020-11-08 15:32:00,2
7,11,3,2020-11-08 15:32:31,2
8,11,4,2020-11-08 15:33:01,2
4,5,4,2020-11-08 15:33:32,2
5,6,3,2020-11-08 15:34:02,2
4,6,2,2020-11-08 15:34:33,2
2,4,2,2020-11-08 15:35:04,2
3,6,1,2020-11-08 15:35:34,2
4,6,2,2020-11-08 15:36:05,2
4,5,4,2020-11-08 15:36:35,2
4,6,4,2020-11-08 15:37:06,2
5,7,3,2020-11-08 15:37:36,2
9,10,3,2020-11-08 15:38:06,2
7,8,3,2020-11-08 15:38:37,2
4,5,2,2020-11-08 15:39:07,2
7,8,3,2020-11-08 15:39:37,2
11,13,3,2020-11-08 15:40:07,2
10,11,2,2020-11-08 15:40:38,2
6,8,2,2020-11-08 15:41:08,2
6,8,3,2020-11-08 15:41:38,2
5,6,3,2020-11-08 15:42:09,2
3,4,3,2020-11-08 15:42:39,2
2,2,2,2020-11-08 15:43:09,2
4,6,2,2020-11-08 15:43:39,2
5,7,3,2020-11-08 15:44:11,2
4,5,3,2020-11-08 15:44:41,2
7,7,3,2020-11-08 15:45:12,2
5,6,3,2020-11-08 15:45:42,2
2,4,2,2020-11-08 15:46:13,2
1,2,1,2020-11-08 15:46:43,2
1,2,1,2020-11-08 15:47:14,2
6,8,2,2020-11-08 15:47:44,2
8,10,2,2020-11-08 15:48:15,2
6,7,3,2020-11-08 15:48:46,2
6,7,3,2020-11-08 15:49:16,2
4,5,3,2020-11-08 15:49:46,2
4,4,2,2020-11-08 15:50:17,2
4,5,2,2020-11-08 15:50:48,2
2,3,2,2020-11-08 15:51:20,2
2,2,2,2020-11-08 15:51:50,2
1,2,1,2020-11-08 15:52:21,2
4,6,2,2020-11-08 15:52:51,2
4,6,2,2020-11-08 15:53:21,2
2,4,2,2020-11-08 15:53:52,2
3,5,3,2020-11-08 15:54:24,2
3,3,3,2020-11-08 15:54:55,2
2,2,2,2020-11-08 15:55:25,2
2,2,2,2020-11-08 15:55:56,2
5,6,3,2020-11-08 15:56:26,2
5,6,3,2020-11-08 15:56:57,2
2,3,2,2020-11-08 15:57:28,2
2,3,2,2020-11-08 15:57:58,2
2,4,2,2020-11-08 15:58:28,2
2,4,2,2020-11-08 15:58:59,2
2,3,2,2020-11-08 15:59:35,2
4,5,2,2020-11-08 16:00:05,2
4,7,2,2020-11-08 16:00:35,2
3,4,3,2020-11-08 16:01:05,2
2,3,2,2020-11-08 16:01:36,2
1,3,1,2020-11-08 16:02:06,2
3,5,1,2020-11-08 16:02:36,2
6,6,2,2020-11-08 16:03:06,2
8,9,2,2020-11-08 16:03:37,2
7,8,3,2020-11-08 16:04:07,2
3,4,3,2020-11-08 16:04:38,2
1,2,1,2020-11-08 16:05:08,2
1,4,1,2020-11-08 16:05:39,2
2,4,2,2020-11-08 16:06:09,2
4,5,2,2020-11-08 16:06:39,2
4,5,2,2020-11-08 16:07:09,2
5,6,2,2020-11-08 16:07:40,2
6,8,1,2020-11-08 16:08:10,2
4,4,1,2020-11-08 16:08:40,2
2,2,2,2020-11-08 16:09:12,2
1,1,1,2020-11-08 16:09:43,2
2,2,2,2020-11-08 16:10:13,2
4,5,2,2020-11-08 16:10:44,2
6,7,2,2020-11-08 16:11:14,2
4,5,2,2020-11-08 16:11:44,2
5,5,3,2020-11-08 16:12:15,2
5,6,3,2020-11-08 16:12:45,2
2,3,2,2020-11-08 16:13:17,2
2,5,2,2020-11-08 16:13:47,2
2,4,2,2020-11-08 16:14:17,2
2,2,2,2020-11-08 16:14:55,2
3,3,3,2020-11-08 16:15:26,2
6,6,2,2020-11-08 16:15:56,2
6,6,2,2020-11-08 16:16:27,2
4,4,2,2020-11-08 16:16:58,2
4,5,2,2020-11-08 16:17:28,2
4,6,2,2020-11-08 16:17:58,2
4,6,2,2020-11-08 16:18:29,2
2,2,2,2020-11-08 16:18:59,2
4,5,2,2020-11-08 16:19:29,2
4,6,2,2020-11-08 16:19:59,2
1,3,1,2020-11-08 16:20:30,2
2,4,2,2020-11-08 16:21:01,2
2,4,2,2020-11-08 16:21:31,2
6,7,1,2020-11-08 16:22:01,2
7,7,2,2020-11-08 16:22:32,2
5,5,2,2020-11-08 16:23:02,2
12,13,3,2020-11-08 16:23:32,2
9,10,3,2020-11-08 16:24:03,2
2,2,2,2020-11-08 16:24:38,2
2,2,2,2020-11-08 16:25:08,2
4,5,2,2020-11-08 16:25:38,2
4,5,2,2020-11-08 16:26:09,2
2,3,2,2020-11-08 16:26:39,2
2,3,2,2020-11-08 16:27:09,2
2,3,2,2020-11-08 16:27:40,2
5,6,2,2020-11-08 16:28:10,2
6,8,2,2020-11-08 16:28:40,2
4,5,1,2020-11-08 16:29:11,2
2,3,2,2020-11-08 16:29:41,2
4,5,2,2020-11-08 16:30:12,2
4,6,2,2020-11-08 16:30:42,2
4,5,2,2020-11-08 16:31:13,2
7,8,2,2020-11-08 16:31:43,2
4,6,2,2020-11-08 16:32:13,2
2,2,2,2020-11-08 16:32:44,2
2,2,2,2020-11-08 16:33:14,2
2,3,2,2020-11-08 16:33:45,2
2,3,2,2020-11-08 16:34:16,2
5,6,3,2020-11-08 16:34:46,2
13,14,4,2020-11-08 16:35:16,2
10,10,3,2020-11-08 16:35:48,2
3,3,3,2020-11-08 16:36:19,2
2,3,2,2020-11-08 16:36:50,2
1,3,1,2020-11-08 16:37:30,2
2,5,2,2020-11-08 16:38:01,2
2,4,2,2020-11-08 16:38:31,2
1,3,1,2020-11-08 16:39:01,2
5,7,3,2020-11-08 16:39:36,2
5,6,3,2020-11-08 16:40:07,2
4,5,2,2020-11-08 16:40:38,2
5,6,2,2020-11-08 16:41:08,2
3,4,3,2020-11-08 16:41:38,2
5,6,2,2020-11-08 16:42:09,2
4,4,1,2020-11-08 16:42:39,2
4,5,2,2020-11-08 16:43:11,2
6,7,4,2020-11-08 16:43:42,2
3,4,3,2020-11-08 16:44:12,2
2,3,2,2020-11-08 16:44:43,2
2,3,2,2020-11-08 16:45:14,2
2,3,2,2020-11-08 16:45:45,2
4,5,2,2020-11-08 16:46:19,2
2,3,2,2020-11-08 16:46:50,2
7,8,2,2020-11-08 16:47:20,2
7,8,2,2020-11-08 16:47:50,2
4,6,2,2020-11-08 16:48:21,2
4,5,2,2020-11-08 16:48:51,2
4,5,2,2020-11-08 16:49:21,2
6,8,2,2020-11-08 16:49:51,2
6,9,2,2020-11-08 16:50:22,2
6,9,2,2020-11-08 16:50:52,2
4,5,2,2020-11-08 16:51:24,2
3,3,3,2020-11-08 16:51:55,2
3,3,3,2020-11-08 16:52:29,2
6,7,3,2020-11-08 16:52:59,2
5,7,3,2020-11-08 16:53:30,2
2,2,2,2020-11-08 16:54:00,2
1,2,1,2020-11-08 16:54:37,2
2,3,2,2020-11-08 16:55:08,2
3,5,3,2020-11-08 16:55:39,2
3,4,3,2020-11-08 16:56:09,2
4,5,2,2020-11-08 16:56:40,2
3,4,3,2020-11-08 16:57:10,2
5,6,3,2020-11-08 16:57:40,2
4,4,2,2020-11-08 16:58:11,2
4,5,2,2020-11-08 16:58:42,2
5,6,2,2020-11-08 16:59:13,2
4,5,1,2020-11-08 16:59:45,2
