PM2.5,PM10,PM1.0,DATE,ID
28,36,19,2020-11-07 11:22:59,2
42,50,21,2020-11-07 11:23:30,2
37,44,23,2020-11-07 11:24:00,2
39,47,27,2020-11-07 11:24:30,2
46,55,27,2020-11-07 11:25:00,2
39,47,25,2020-11-07 11:25:31,2
39,48,25,2020-11-07 11:26:01,2
36,44,24,2020-11-07 11:26:31,2
36,45,24,2020-11-07 11:27:01,2
49,59,25,2020-11-07 11:27:32,2
43,49,27,2020-11-07 11:28:02,2
33,38,26,2020-11-07 11:28:33,2
48,57,22,2020-11-07 11:29:04,2
54,64,23,2020-11-07 11:29:34,2
46,58,24,2020-11-07 11:30:04,2
43,54,26,2020-11-07 11:30:35,2
34,43,27,2020-11-07 11:31:05,2
34,44,24,2020-11-07 11:31:35,2
35,43,23,2020-11-07 11:32:05,2
34,43,25,2020-11-07 11:32:36,2
45,55,26,2020-11-07 11:33:07,2
41,47,23,2020-11-07 11:33:37,2
31,40,20,2020-11-07 11:34:07,2
38,50,21,2020-11-07 11:34:37,2
34,45,23,2020-11-07 11:35:08,2
36,47,24,2020-11-07 11:35:38,2
46,58,25,2020-11-07 11:36:08,2
42,50,24,2020-11-07 11:36:38,2
31,39,24,2020-11-07 11:37:09,2
29,39,25,2020-11-07 11:37:40,2
28,40,24,2020-11-07 11:38:10,2
27,37,24,2020-11-07 11:38:41,2
45,58,24,2020-11-07 11:39:12,2
50,61,26,2020-11-07 11:39:42,2
46,53,29,2020-11-07 11:40:13,2
44,53,25,2020-11-07 11:40:43,2
34,43,25,2020-11-07 11:41:13,2
37,46,25,2020-11-07 11:41:43,2
38,48,23,2020-11-07 11:42:14,2
33,43,21,2020-11-07 11:42:44,2
32,41,23,2020-11-07 11:43:14,2
42,50,28,2020-11-07 11:43:44,2
50,58,26,2020-11-07 11:44:15,2
56,67,27,2020-11-07 11:44:45,2
62,75,25,2020-11-07 11:45:15,2
46,55,22,2020-11-07 11:45:46,2
46,57,24,2020-11-07 11:46:16,2
50,62,26,2020-11-07 11:46:46,2
38,47,26,2020-11-07 11:47:16,2
42,53,28,2020-11-07 11:47:47,2
45,57,26,2020-11-07 11:48:17,2
39,50,27,2020-11-07 11:48:47,2
43,52,26,2020-11-07 11:49:18,2
40,51,21,2020-11-07 11:49:48,2
40,54,25,2020-11-07 11:50:18,2
40,52,26,2020-11-07 11:50:48,2
35,42,24,2020-11-07 11:51:19,2
48,55,27,2020-11-07 11:51:49,2
51,62,29,2020-11-07 11:52:19,2
38,46,28,2020-11-07 11:52:49,2
30,40,26,2020-11-07 11:53:20,2
27,40,23,2020-11-07 11:53:50,2
29,39,20,2020-11-07 11:54:20,2
44,55,23,2020-11-07 11:54:50,2
52,63,25,2020-11-07 11:55:21,2
49,55,24,2020-11-07 11:55:51,2
47,50,25,2020-11-07 11:56:21,2
38,45,26,2020-11-07 11:56:51,2
30,39,23,2020-11-07 11:57:22,2
34,43,24,2020-11-07 11:57:52,2
39,47,27,2020-11-07 11:58:23,2
50,58,24,2020-11-07 11:58:53,2
58,69,26,2020-11-07 11:59:23,2
57,67,30,2020-11-07 11:59:54,2
41,50,24,2020-11-07 12:00:24,2
39,51,23,2020-11-07 12:00:54,2
36,44,24,2020-11-07 12:01:24,2
30,35,22,2020-11-07 12:01:55,2
39,45,24,2020-11-07 12:02:25,2
46,56,25,2020-11-07 12:02:56,2
52,62,28,2020-11-07 12:03:26,2
46,56,27,2020-11-07 12:03:57,2
51,62,25,2020-11-07 12:04:28,2
48,56,24,2020-11-07 12:04:59,2
47,54,25,2020-11-07 12:05:29,2
53,59,25,2020-11-07 12:05:59,2
44,52,21,2020-11-07 12:06:29,2
39,47,24,2020-11-07 12:07:00,2
39,48,26,2020-11-07 12:07:30,2
36,49,25,2020-11-07 12:08:00,2
33,45,22,2020-11-07 12:08:30,2
45,55,22,2020-11-07 12:09:01,2
49,58,26,2020-11-07 12:09:31,2
33,41,26,2020-11-07 12:10:01,2
32,42,22,2020-11-07 12:10:32,2
32,45,22,2020-11-07 12:11:02,2
34,49,25,2020-11-07 12:11:33,2
39,52,25,2020-11-07 12:12:03,2
35,44,25,2020-11-07 12:12:33,2
27,38,25,2020-11-07 12:13:03,2
27,37,22,2020-11-07 12:13:33,2
32,40,21,2020-11-07 12:14:04,2
36,42,20,2020-11-07 12:14:34,2
47,56,21,2020-11-07 12:15:04,2
45,58,22,2020-11-07 12:15:35,2
42,53,21,2020-11-07 12:16:05,2
49,59,24,2020-11-07 12:16:35,2
48,61,25,2020-11-07 12:17:05,2
37,48,21,2020-11-07 12:17:35,2
33,44,20,2020-11-07 12:18:06,2
38,48,22,2020-11-07 12:18:36,2
38,45,24,2020-11-07 12:19:06,2
35,43,25,2020-11-07 12:19:36,2
35,42,25,2020-11-07 12:20:07,2
35,43,24,2020-11-07 12:20:37,2
35,48,21,2020-11-07 12:21:07,2
49,59,20,2020-11-07 12:21:37,2
44,51,20,2020-11-07 12:22:08,2
33,41,19,2020-11-07 12:22:38,2
37,43,22,2020-11-07 12:23:08,2
28,34,21,2020-11-07 12:23:38,2
22,28,18,2020-11-07 12:24:09,2
34,40,22,2020-11-07 12:24:40,2
32,41,23,2020-11-07 12:25:10,2
24,35,22,2020-11-07 12:25:40,2
25,34,22,2020-11-07 12:26:11,2
28,36,21,2020-11-07 12:26:42,2
42,49,23,2020-11-07 12:27:13,2
45,53,22,2020-11-07 12:27:44,2
34,45,19,2020-11-07 12:28:14,2
35,45,22,2020-11-07 12:28:44,2
37,45,22,2020-11-07 12:29:14,2
45,52,19,2020-11-07 12:29:45,2
49,54,20,2020-11-07 12:30:15,2
33,41,18,2020-11-07 12:30:45,2
37,46,18,2020-11-07 12:31:15,2
40,49,19,2020-11-07 12:31:46,2
34,41,19,2020-11-07 12:32:16,2
34,38,21,2020-11-07 12:32:47,2
35,42,20,2020-11-07 12:33:17,2
36,42,23,2020-11-07 12:33:47,2
25,29,23,2020-11-07 12:34:18,2
27,34,23,2020-11-07 12:34:48,2
35,44,24,2020-11-07 12:35:18,2
39,46,22,2020-11-07 12:35:48,2
41,46,21,2020-11-07 12:36:19,2
26,30,18,2020-11-07 12:36:49,2
32,38,19,2020-11-07 12:37:19,2
43,49,19,2020-11-07 12:37:50,2
35,44,17,2020-11-07 12:38:20,2
35,46,16,2020-11-07 12:38:50,2
35,41,18,2020-11-07 12:39:20,2
31,36,19,2020-11-07 12:39:51,2
40,47,21,2020-11-07 12:40:22,2
35,40,23,2020-11-07 12:40:52,2
29,31,22,2020-11-07 12:41:22,2
35,39,21,2020-11-07 12:41:52,2
35,43,21,2020-11-07 12:42:23,2
31,38,19,2020-11-07 12:42:53,2
28,35,18,2020-11-07 12:43:23,2
27,35,20,2020-11-07 12:43:53,2
28,36,21,2020-11-07 12:44:24,2
32,40,20,2020-11-07 12:44:54,2
32,40,20,2020-11-07 12:45:24,2
30,35,22,2020-11-07 12:45:55,2
25,30,21,2020-11-07 12:46:25,2
26,30,19,2020-11-07 12:46:55,2
31,34,19,2020-11-07 12:47:25,2
28,32,19,2020-11-07 12:47:56,2
31,36,19,2020-11-07 12:48:27,2
29,34,19,2020-11-07 12:48:58,2
23,31,19,2020-11-07 12:49:28,2
26,36,19,2020-11-07 12:49:58,2
38,50,22,2020-11-07 12:50:28,2
40,50,23,2020-11-07 12:50:59,2
30,35,20,2020-11-07 12:51:29,2
31,35,21,2020-11-07 12:51:59,2
35,42,21,2020-11-07 12:52:29,2
34,43,18,2020-11-07 12:53:00,2
24,31,18,2020-11-07 12:53:30,2
26,34,19,2020-11-07 12:54:00,2
27,36,20,2020-11-07 12:54:30,2
29,40,18,2020-11-07 12:55:01,2
34,43,17,2020-11-07 12:55:31,2
26,33,17,2020-11-07 12:56:01,2
27,36,18,2020-11-07 12:56:31,2
33,40,19,2020-11-07 12:57:02,2
29,34,17,2020-11-07 12:57:32,2
28,34,18,2020-11-07 12:58:02,2
30,35,20,2020-11-07 12:58:32,2
27,31,20,2020-11-07 12:59:03,2
32,39,18,2020-11-07 12:59:33,2
32,37,16,2020-11-07 13:00:04,2
33,36,19,2020-11-07 13:00:34,2
34,39,18,2020-11-07 13:01:04,2
37,43,18,2020-11-07 13:01:35,2
38,44,18,2020-11-07 13:02:06,2
26,33,17,2020-11-07 13:02:36,2
23,30,19,2020-11-07 13:03:06,2
20,26,18,2020-11-07 13:03:36,2
20,24,16,2020-11-07 13:04:07,2
32,40,17,2020-11-07 13:04:37,2
30,39,18,2020-11-07 13:05:07,2
21,27,16,2020-11-07 13:05:37,2
22,28,15,2020-11-07 13:06:08,2
24,32,17,2020-11-07 13:06:38,2
25,32,16,2020-11-07 13:07:10,2
24,29,15,2020-11-07 13:07:40,2
30,36,16,2020-11-07 13:08:11,2
24,28,15,2020-11-07 13:08:41,2
16,21,16,2020-11-07 13:09:11,2
17,28,17,2020-11-07 13:09:42,2
21,29,16,2020-11-07 13:10:12,2
26,29,17,2020-11-07 13:10:43,2
29,35,17,2020-11-07 13:11:13,2
32,39,15,2020-11-07 13:11:43,2
30,37,16,2020-11-07 13:12:13,2
23,28,16,2020-11-07 13:12:43,2
22,26,14,2020-11-07 13:13:14,2
21,26,16,2020-11-07 13:13:44,2
23,30,16,2020-11-07 13:14:14,2
30,37,16,2020-11-07 13:14:44,2
31,36,17,2020-11-07 13:15:15,2
31,33,17,2020-11-07 13:15:45,2
25,28,16,2020-11-07 13:16:15,2
23,28,16,2020-11-07 13:16:45,2
18,29,16,2020-11-07 13:17:16,2
15,24,13,2020-11-07 13:17:46,2
24,28,15,2020-11-07 13:18:16,2
25,33,15,2020-11-07 13:18:46,2
16,25,13,2020-11-07 13:19:17,2
16,25,14,2020-11-07 13:19:47,2
15,26,13,2020-11-07 13:20:17,2
16,25,14,2020-11-07 13:20:48,2
28,31,15,2020-11-07 13:21:18,2
40,41,16,2020-11-07 13:21:48,2
30,32,16,2020-11-07 13:22:18,2
16,23,14,2020-11-07 13:22:48,2
18,28,13,2020-11-07 13:23:19,2
21,30,14,2020-11-07 13:23:49,2
19,24,15,2020-11-07 13:24:19,2
19,23,14,2020-11-07 13:24:49,2
21,26,14,2020-11-07 13:25:21,2
18,25,13,2020-11-07 13:25:51,2
17,27,13,2020-11-07 13:26:21,2
20,28,13,2020-11-07 13:26:51,2
22,30,12,2020-11-07 13:27:22,2
24,32,10,2020-11-07 13:27:53,2
20,26,11,2020-11-07 13:28:23,2
19,26,12,2020-11-07 13:28:53,2
22,28,13,2020-11-07 13:29:23,2
18,23,13,2020-11-07 13:29:55,2
16,20,13,2020-11-07 13:30:25,2
16,20,14,2020-11-07 13:30:55,2
20,24,15,2020-11-07 13:31:25,2
25,32,16,2020-11-07 13:31:56,2
25,34,14,2020-11-07 13:32:26,2
24,27,12,2020-11-07 13:32:56,2
26,30,14,2020-11-07 13:33:26,2
20,28,15,2020-11-07 13:33:57,2
19,27,14,2020-11-07 13:34:28,2
20,27,13,2020-11-07 13:34:58,2
16,23,11,2020-11-07 13:35:28,2
15,22,12,2020-11-07 13:35:58,2
19,23,14,2020-11-07 13:36:29,2
17,21,12,2020-11-07 13:36:59,2
16,21,11,2020-11-07 13:37:29,2
19,24,12,2020-11-07 13:37:59,2
24,28,15,2020-11-07 13:38:30,2
24,27,15,2020-11-07 13:39:00,2
30,38,13,2020-11-07 13:39:30,2
31,39,13,2020-11-07 13:40:00,2
23,29,14,2020-11-07 13:40:31,2
26,32,14,2020-11-07 13:41:01,2
24,30,15,2020-11-07 13:41:31,2
19,26,14,2020-11-07 13:42:02,2
16,22,12,2020-11-07 13:42:32,2
18,19,13,2020-11-07 13:43:02,2
20,22,13,2020-11-07 13:43:32,2
15,21,10,2020-11-07 13:44:03,2
11,17,11,2020-11-07 13:44:33,2
18,22,14,2020-11-07 13:45:03,2
18,25,13,2020-11-07 13:45:33,2
15,22,13,2020-11-07 13:46:04,2
19,25,13,2020-11-07 13:46:35,2
18,24,13,2020-11-07 13:47:05,2
24,28,14,2020-11-07 13:47:35,2
29,34,14,2020-11-07 13:48:05,2
23,27,13,2020-11-07 13:48:36,2
17,20,12,2020-11-07 13:49:06,2
18,22,11,2020-11-07 13:49:36,2
15,18,10,2020-11-07 13:50:06,2
22,26,10,2020-11-07 13:50:37,2
25,30,10,2020-11-07 13:51:07,2
22,31,10,2020-11-07 13:51:37,2
18,25,13,2020-11-07 13:52:08,2
24,29,12,2020-11-07 13:52:38,2
24,29,10,2020-11-07 13:53:08,2
13,16,11,2020-11-07 13:53:38,2
11,13,11,2020-11-07 13:54:09,2
15,19,10,2020-11-07 13:54:39,2
18,24,9,2020-11-07 13:55:09,2
16,22,9,2020-11-07 13:55:40,2
18,22,11,2020-11-07 13:56:10,2
22,27,13,2020-11-07 13:56:41,2
19,26,15,2020-11-07 13:57:11,2
18,24,13,2020-11-07 13:57:41,2
14,19,9,2020-11-07 13:58:12,2
13,17,11,2020-11-07 13:58:42,2
22,28,12,2020-11-07 13:59:13,2
21,27,11,2020-11-07 13:59:44,2
15,20,13,2020-11-07 14:00:14,2
15,18,15,2020-11-07 14:00:44,2
18,22,13,2020-11-07 14:01:14,2
19,24,12,2020-11-07 14:01:44,2
23,27,14,2020-11-07 14:02:15,2
29,34,15,2020-11-07 14:02:45,2
24,31,15,2020-11-07 14:03:15,2
19,24,14,2020-11-07 14:03:46,2
22,28,14,2020-11-07 14:04:16,2
23,30,13,2020-11-07 14:04:46,2
23,31,14,2020-11-07 14:05:16,2
22,29,15,2020-11-07 14:05:47,2
21,25,14,2020-11-07 14:06:17,2
23,27,13,2020-11-07 14:06:47,2
32,37,15,2020-11-07 14:07:17,2
33,38,16,2020-11-07 14:07:48,2
27,31,15,2020-11-07 14:08:18,2
28,32,16,2020-11-07 14:08:49,2
20,26,15,2020-11-07 14:09:19,2
25,31,16,2020-11-07 14:09:50,2
31,38,17,2020-11-07 14:10:20,2
27,34,17,2020-11-07 14:10:51,2
30,35,20,2020-11-07 14:11:21,2
30,36,18,2020-11-07 14:11:51,2
25,30,16,2020-11-07 14:12:22,2
20,29,16,2020-11-07 14:12:52,2
18,28,13,2020-11-07 14:13:22,2
22,31,17,2020-11-07 14:13:52,2
23,30,18,2020-11-07 14:14:23,2
31,36,19,2020-11-07 14:14:53,2
35,42,18,2020-11-07 14:15:23,2
31,38,19,2020-11-07 14:15:53,2
29,34,19,2020-11-07 14:16:24,2
31,34,19,2020-11-07 14:16:54,2
30,35,20,2020-11-07 14:17:24,2
25,32,18,2020-11-07 14:17:55,2
26,37,17,2020-11-07 14:18:25,2
33,42,18,2020-11-07 14:18:55,2
32,37,17,2020-11-07 14:19:25,2
23,29,18,2020-11-07 14:19:56,2
17,24,17,2020-11-07 14:20:27,2
33,40,16,2020-11-07 14:20:58,2
36,45,16,2020-11-07 14:21:28,2
29,39,17,2020-11-07 14:21:58,2
32,38,18,2020-11-07 14:22:29,2
32,40,18,2020-11-07 14:22:59,2
43,49,15,2020-11-07 14:23:30,2
42,47,16,2020-11-07 14:24:00,2
31,38,19,2020-11-07 14:24:30,2
31,39,20,2020-11-07 14:25:01,2
30,38,18,2020-11-07 14:25:31,2
27,34,17,2020-11-07 14:26:01,2
28,33,16,2020-11-07 14:26:31,2
22,28,15,2020-11-07 14:27:02,2
30,39,16,2020-11-07 14:27:32,2
39,45,17,2020-11-07 14:28:02,2
33,39,16,2020-11-07 14:28:32,2
29,37,17,2020-11-07 14:29:03,2
37,47,20,2020-11-07 14:29:33,2
33,42,19,2020-11-07 14:30:03,2
28,35,21,2020-11-07 14:30:33,2
30,35,21,2020-11-07 14:31:04,2
30,37,20,2020-11-07 14:31:34,2
36,50,21,2020-11-07 14:32:04,2
35,45,20,2020-11-07 14:32:34,2
34,41,19,2020-11-07 14:33:05,2
33,41,20,2020-11-07 14:33:35,2
26,37,19,2020-11-07 14:34:05,2
24,34,17,2020-11-07 14:34:36,2
30,41,20,2020-11-07 14:35:07,2
36,48,21,2020-11-07 14:35:37,2
39,46,19,2020-11-07 14:36:07,2
34,42,22,2020-11-07 14:36:37,2
43,52,23,2020-11-07 14:37:07,2
40,50,21,2020-11-07 14:37:38,2
30,36,20,2020-11-07 14:38:08,2
32,38,22,2020-11-07 14:38:38,2
40,50,23,2020-11-07 14:39:09,2
44,54,22,2020-11-07 14:39:40,2
36,44,22,2020-11-07 14:40:11,2
34,44,22,2020-11-07 14:40:41,2
32,43,25,2020-11-07 14:41:12,2
35,43,26,2020-11-07 14:41:42,2
32,39,20,2020-11-07 14:42:12,2
34,42,18,2020-11-07 14:42:44,2
41,51,22,2020-11-07 14:43:14,2
38,49,21,2020-11-07 14:43:44,2
39,53,23,2020-11-07 14:44:14,2
37,49,23,2020-11-07 14:44:44,2
39,45,20,2020-11-07 14:45:15,2
40,47,21,2020-11-07 14:45:45,2
37,44,22,2020-11-07 14:46:15,2
35,42,24,2020-11-07 14:46:45,2
41,46,25,2020-11-07 14:47:16,2
38,48,24,2020-11-07 14:47:47,2
36,47,25,2020-11-07 14:48:17,2
44,52,25,2020-11-07 14:48:47,2
49,57,25,2020-11-07 14:49:17,2
46,52,28,2020-11-07 14:49:48,2
35,41,27,2020-11-07 14:50:18,2
34,40,25,2020-11-07 14:50:49,2
43,49,24,2020-11-07 14:51:19,2
52,61,26,2020-11-07 14:51:50,2
43,50,24,2020-11-07 14:52:21,2
33,39,21,2020-11-07 14:52:51,2
40,51,21,2020-11-07 14:53:21,2
38,49,24,2020-11-07 14:53:51,2
40,53,25,2020-11-07 14:54:22,2
46,58,23,2020-11-07 14:54:52,2
45,51,24,2020-11-07 14:55:22,2
49,60,27,2020-11-07 14:55:52,2
49,63,25,2020-11-07 14:56:23,2
38,45,24,2020-11-07 14:56:53,2
38,44,26,2020-11-07 14:57:23,2
48,58,29,2020-11-07 14:57:53,2
46,54,29,2020-11-07 14:58:24,2
46,53,26,2020-11-07 14:58:54,2
42,54,25,2020-11-07 14:59:24,2
39,48,26,2020-11-07 14:59:54,2
39,46,27,2020-11-07 15:00:25,2
37,46,23,2020-11-07 15:00:55,2
44,52,23,2020-11-07 15:01:25,2
48,58,24,2020-11-07 15:01:55,2
44,55,25,2020-11-07 15:02:26,2
34,44,22,2020-11-07 15:02:56,2
38,46,24,2020-11-07 15:03:26,2
42,54,24,2020-11-07 15:03:56,2
37,49,23,2020-11-07 15:04:27,2
40,47,26,2020-11-07 15:04:57,2
39,47,27,2020-11-07 15:05:27,2
40,49,24,2020-11-07 15:05:57,2
44,54,22,2020-11-07 15:06:28,2
38,52,21,2020-11-07 15:06:58,2
38,50,24,2020-11-07 15:07:28,2
52,59,27,2020-11-07 15:07:59,2
54,62,22,2020-11-07 15:08:30,2
48,60,19,2020-11-07 15:09:00,2
50,59,23,2020-11-07 15:09:30,2
48,53,28,2020-11-07 15:10:00,2
45,54,28,2020-11-07 15:10:31,2
49,60,24,2020-11-07 15:11:01,2
47,56,23,2020-11-07 15:11:31,2
49,59,25,2020-11-07 15:12:01,2
47,56,25,2020-11-07 15:12:32,2
38,50,26,2020-11-07 15:13:03,2
38,57,24,2020-11-07 15:13:34,2
42,59,26,2020-11-07 15:14:04,2
33,45,25,2020-11-07 15:14:35,2
31,42,21,2020-11-07 15:15:05,2
47,59,26,2020-11-07 15:15:36,2
44,56,27,2020-11-07 15:16:06,2
44,52,27,2020-11-07 15:16:36,2
46,55,26,2020-11-07 15:17:06,2
37,51,24,2020-11-07 15:17:37,2
41,50,27,2020-11-07 15:18:07,2
39,44,25,2020-11-07 15:18:37,2
44,52,27,2020-11-07 15:19:07,2
48,57,27,2020-11-07 15:19:38,2
41,47,24,2020-11-07 15:20:10,2
46,54,24,2020-11-07 15:20:40,2
46,54,27,2020-11-07 15:21:10,2
33,40,25,2020-11-07 15:21:41,2
32,41,25,2020-11-07 15:22:11,2
39,51,27,2020-11-07 15:22:41,2
45,54,25,2020-11-07 15:23:12,2
42,52,27,2020-11-07 15:23:43,2
38,49,29,2020-11-07 15:24:13,2
35,45,26,2020-11-07 15:24:43,2
42,56,25,2020-11-07 15:25:13,2
48,62,26,2020-11-07 15:25:44,2
44,53,27,2020-11-07 15:26:14,2
43,50,26,2020-11-07 15:26:44,2
45,55,25,2020-11-07 15:27:14,2
39,51,22,2020-11-07 15:27:45,2
38,48,24,2020-11-07 15:28:16,2
53,62,28,2020-11-07 15:28:46,2
47,56,27,2020-11-07 15:29:16,2
40,49,28,2020-11-07 15:29:46,2
44,53,27,2020-11-07 15:30:17,2
39,48,24,2020-11-07 15:30:47,2
47,54,26,2020-11-07 15:31:17,2
55,66,26,2020-11-07 15:31:47,2
45,58,25,2020-11-07 15:32:18,2
40,49,25,2020-11-07 15:32:49,2
46,57,22,2020-11-07 15:33:19,2
49,60,25,2020-11-07 15:33:50,2
40,49,27,2020-11-07 15:34:20,2
38,49,26,2020-11-07 15:34:50,2
43,57,26,2020-11-07 15:35:21,2
35,47,25,2020-11-07 15:35:51,2
39,48,26,2020-11-07 15:36:21,2
42,54,29,2020-11-07 15:36:51,2
33,47,26,2020-11-07 15:37:22,2
40,50,25,2020-11-07 15:37:52,2
40,47,25,2020-11-07 15:38:22,2
36,47,24,2020-11-07 15:38:53,2
37,49,25,2020-11-07 15:39:23,2
42,54,23,2020-11-07 15:39:53,2
49,61,23,2020-11-07 15:40:24,2
51,57,26,2020-11-07 15:40:54,2
45,54,23,2020-11-07 15:41:24,2
35,49,23,2020-11-07 15:41:55,2
28,43,26,2020-11-07 15:42:25,2
30,40,25,2020-11-07 15:42:55,2
47,59,25,2020-11-07 15:43:27,2
53,65,26,2020-11-07 15:43:57,2
40,52,25,2020-11-07 15:44:28,2
37,51,25,2020-11-07 15:44:58,2
44,55,24,2020-11-07 15:45:28,2
36,42,24,2020-11-07 15:45:58,2
37,42,25,2020-11-07 15:46:28,2
38,48,24,2020-11-07 15:46:59,2
33,45,21,2020-11-07 15:47:30,2
43,50,21,2020-11-07 15:48:01,2
47,53,26,2020-11-07 15:48:31,2
45,57,26,2020-11-07 15:49:01,2
38,49,21,2020-11-07 15:49:31,2
34,45,22,2020-11-07 15:50:02,2
36,49,24,2020-11-07 15:50:32,2
31,41,24,2020-11-07 15:51:02,2
38,45,26,2020-11-07 15:51:33,2
41,47,24,2020-11-07 15:52:04,2
45,53,25,2020-11-07 15:52:35,2
46,57,26,2020-11-07 15:53:05,2
44,55,25,2020-11-07 15:53:35,2
51,59,24,2020-11-07 15:54:05,2
52,58,27,2020-11-07 15:54:36,2
39,51,24,2020-11-07 15:55:06,2
32,45,22,2020-11-07 15:55:36,2
36,44,23,2020-11-07 15:56:07,2
32,39,23,2020-11-07 15:56:38,2
32,41,22,2020-11-07 15:57:08,2
37,44,23,2020-11-07 15:57:39,2
37,46,22,2020-11-07 15:58:09,2
43,52,24,2020-11-07 15:58:39,2
41,47,23,2020-11-07 15:59:10,2
36,43,22,2020-11-07 15:59:40,2
37,53,23,2020-11-07 16:00:11,2
31,43,24,2020-11-07 16:00:41,2
32,35,24,2020-11-07 16:01:12,2
37,42,25,2020-11-07 16:01:42,2
44,54,29,2020-11-07 16:02:13,2
48,61,28,2020-11-07 16:02:44,2
41,55,25,2020-11-07 16:03:14,2
38,50,26,2020-11-07 16:03:44,2
34,41,26,2020-11-07 16:04:14,2
34,45,24,2020-11-07 16:04:45,2
47,58,26,2020-11-07 16:05:16,2
47,55,27,2020-11-07 16:05:46,2
43,55,28,2020-11-07 16:06:16,2
36,46,27,2020-11-07 16:06:46,2
28,35,24,2020-11-07 16:07:17,2
33,40,21,2020-11-07 16:07:47,2
37,45,23,2020-11-07 16:08:17,2
35,45,24,2020-11-07 16:08:48,2
52,63,21,2020-11-07 16:09:19,2
55,67,24,2020-11-07 16:09:49,2
39,49,25,2020-11-07 16:10:20,2
40,50,25,2020-11-07 16:10:50,2
48,58,23,2020-11-07 16:11:20,2
49,55,22,2020-11-07 16:11:50,2
46,52,24,2020-11-07 16:12:21,2
45,58,25,2020-11-07 16:12:51,2
48,59,26,2020-11-07 16:13:21,2
39,49,24,2020-11-07 16:13:51,2
27,39,20,2020-11-07 16:14:21,2
32,43,22,2020-11-07 16:14:52,2
34,43,26,2020-11-07 16:15:22,2
35,43,26,2020-11-07 16:15:52,2
32,41,23,2020-11-07 16:16:22,2
38,48,19,2020-11-07 16:16:53,2
54,62,22,2020-11-07 16:17:23,2
49,55,25,2020-11-07 16:17:53,2
39,48,22,2020-11-07 16:18:24,2
40,51,22,2020-11-07 16:18:54,2
36,47,22,2020-11-07 16:19:24,2
31,40,22,2020-11-07 16:19:54,2
34,43,22,2020-11-07 16:20:25,2
30,38,20,2020-11-07 16:20:56,2
39,47,22,2020-11-07 16:21:26,2
45,59,24,2020-11-07 16:21:56,2
43,54,27,2020-11-07 16:22:26,2
41,48,29,2020-11-07 16:22:57,2
35,44,26,2020-11-07 16:23:27,2
31,40,24,2020-11-07 16:23:57,2
33,42,23,2020-11-07 16:24:27,2
41,56,24,2020-11-07 16:24:58,2
35,45,25,2020-11-07 16:25:28,2
38,46,23,2020-11-07 16:25:59,2
46,56,21,2020-11-07 16:26:29,2
39,49,24,2020-11-07 16:26:59,2
29,40,24,2020-11-07 16:27:29,2
27,38,22,2020-11-07 16:28:00,2
33,41,23,2020-11-07 16:28:30,2
32,38,23,2020-11-07 16:29:00,2
34,43,20,2020-11-07 16:29:30,2
40,50,23,2020-11-07 16:30:01,2
39,53,27,2020-11-07 16:30:31,2
43,54,24,2020-11-07 16:31:01,2
46,49,22,2020-11-07 16:31:31,2
40,47,25,2020-11-07 16:32:02,2
36,45,24,2020-11-07 16:32:32,2
39,47,22,2020-11-07 16:33:02,2
40,45,26,2020-11-07 16:33:32,2
36,38,28,2020-11-07 16:34:03,2
37,41,30,2020-11-07 16:34:33,2
53,62,30,2020-11-07 16:35:03,2
51,63,30,2020-11-07 16:35:34,2
41,50,29,2020-11-07 16:36:05,2
36,45,25,2020-11-07 16:36:35,2
37,47,26,2020-11-07 16:37:05,2
42,53,30,2020-11-07 16:37:35,2
41,57,29,2020-11-07 16:38:06,2
33,46,28,2020-11-07 16:38:37,2
42,49,29,2020-11-07 16:39:08,2
52,61,27,2020-11-07 16:39:38,2
43,55,26,2020-11-07 16:40:09,2
43,55,28,2020-11-07 16:40:39,2
52,62,29,2020-11-07 16:41:10,2
49,60,27,2020-11-07 16:41:40,2
46,57,28,2020-11-07 16:42:11,2
48,59,28,2020-11-07 16:42:41,2
55,64,29,2020-11-07 16:43:12,2
41,51,27,2020-11-07 16:43:43,2
38,48,27,2020-11-07 16:44:13,2
46,59,31,2020-11-07 16:44:43,2
47,58,30,2020-11-07 16:45:13,2
45,56,29,2020-11-07 16:45:45,2
47,58,25,2020-11-07 16:46:15,2
46,56,26,2020-11-07 16:46:46,2
42,50,27,2020-11-07 16:47:16,2
42,51,25,2020-11-07 16:47:46,2
36,46,24,2020-11-07 16:48:16,2
39,47,25,2020-11-07 16:48:47,2
39,46,24,2020-11-07 16:49:17,2
44,52,27,2020-11-07 16:49:47,2
47,57,28,2020-11-07 16:50:17,2
39,52,27,2020-11-07 16:50:48,2
49,58,28,2020-11-07 16:51:18,2
47,60,25,2020-11-07 16:51:48,2
48,64,26,2020-11-07 16:52:18,2
53,65,29,2020-11-07 16:52:49,2
45,56,26,2020-11-07 16:53:19,2
45,54,26,2020-11-07 16:53:49,2
46,53,26,2020-11-07 16:54:20,2
55,61,26,2020-11-07 16:54:50,2
50,57,28,2020-11-07 16:55:20,2
44,51,30,2020-11-07 16:55:50,2
52,67,32,2020-11-07 16:56:21,2
54,67,32,2020-11-07 16:56:52,2
46,55,31,2020-11-07 16:57:22,2
44,51,29,2020-11-07 16:57:52,2
42,50,24,2020-11-07 16:58:23,2
44,55,26,2020-11-07 16:58:54,2
